,C-1H-RB1,C-1H-RB2,C-1H-RB3,T-1H-RB1,T-1H-RB2,T-1H-RB3
LOC114187173,75,76,69,39,67,76
LOC114189149,4,3,0,0,0,2
LOC114188925,2,0,0,4,2,0
LOC114186589,0,0,1,0,0,0
LOC114187227,32,19,26,15,17,33
LOC114187279,147,90,73,466,171,381
LOC114187626,2,2,0,0,4,2
LOC114187209,99,57,64,29,65,26
LOC114187711,37,19,36,110,34,293
LOC114188837,0,0,0,6,4,0
LOC114187728,346,353,284,249,344,270
LOC114186644,698,629,585,618,561,558
LOC114186523,347,297,266,206,155,224
LOC114186944,284,310,351,420,299,529
LOC114186826,313,426,411,463,422,589
LOC114187368,0,15,0,10,30,16
LOC114186997,0,0,0,0,0,0
LOC114188913,14,45,27,108,81,45
LOC114186985,102,43,45,44,76,137
LOC114187061,63,24,22,22,47,51
LOC114186554,0,0,0,0,0,0
LOC114187417,0,10,7,67,19,46
LOC114186712,92,78,60,113,90,105
LOC114188092,812,585,597,806,488,789
LOC114188091,13,2,0,7,0,0
LOC114188089,117,106,88,66,82,66
TRNAL-UAG_14,0,0,0,0,0,0
LOC114188088,410,398,280,170,242,214
LOC114186776,191,209,115,90,133,148
LOC114187724,272,193,196,301,115,218
LOC114187290,37,24,21,33,42,29
LOC114186730,839,530,530,583,615,604
LOC114188867,150,110,131,240,103,155
LOC114188880,11,8,4,8,9,18
LOC114188843,200,148,88,221,167,300
LOC114186838,176,90,117,120,90,111
LOC114186783,0,0,0,0,1,2
LOC114188159,64,93,82,85,77,86
LOC114189200,143,153,220,275,92,102
LOC114186671,0,0,0,0,0,0
LOC114186805,356,277,294,332,254,394
LOC114187878,365,288,309,357,335,412
LOC114186580,768,665,643,613,586,681
LOC114187599,861,680,614,373,623,380
LOC114187950,143,187,114,171,134,111
LOC114188024,18,171,174,183,418,78
LOC114186560,6,27,6,54,43,29
LOC114187251,694,535,258,675,406,1044
LOC114188494,4,16,7,4,12,8
TRNAL-CAA_10,0,0,0,0,0,0
LOC114187249,52,51,52,51,68,55
TRNAL-CAA_11,0,0,0,0,0,0
LOC114188651,191,66,65,40,46,49
LOC114187219,24,19,18,13,12,25
LOC114186723,106,78,81,211,92,167
LOC114188767,26,16,16,8,7,12
LOC114188930,410,516,548,683,544,556
LOC114188929,660,608,510,565,614,797
LOC114189325,4,0,3,0,0,4
LOC114189030,382,267,296,354,261,338
LOC114187221,37,31,18,16,23,1
LOC114188965,469,649,460,655,580,658
LOC114188912,46,69,38,38,39,52
LOC114188956,79,47,61,91,64,80
LOC114187194,781,512,405,821,622,864
LOC114188959,0,0,0,0,0,0
LOC114188669,350,278,245,253,148,295
LOC114187019,479,348,348,394,365,516
LOC114189184,0,0,0,2,0,0
LOC114187182,17,22,12,18,18,14
LOC114186640,6,2,2,4,6,4
LOC114186639,604,624,618,649,553,731
LOC114186542,0,0,0,0,0,0
LOC114188713,18,39,56,38,96,43
LOC114188712,141,129,117,100,103,99
LOC114187648,1805,1352,1556,628,719,747
LOC114188707,305,212,240,381,279,399
LOC114187709,994,626,641,857,667,1046
LOC114186761,153,120,151,80,88,95
LOC114187030,0,0,0,2,2,4
LOC114186557,173,134,151,125,146,154
LOC114187201,124,72,65,74,56,64
LOC114188706,100,107,70,135,104,147
LOC114188163,242,229,200,267,250,335
LOC114187418,59,34,41,42,57,35
LOC114188495,0,2,4,0,0,0
LOC114188496,0,0,2,0,2,0
LOC114186595,41,30,41,20,16,30
LOC114186833,83,90,195,332,105,80
LOC114188497,0,0,0,0,0,0
LOC114188498,0,0,0,0,0,0
LOC114188744,137,131,115,149,119,162
LOC114188499,0,0,0,0,0,0
LOC114186901,34,23,82,33,38,50
LOC114186967,68,38,39,93,81,53
LOC114187792,122,181,197,126,190,57
LOC114187791,186,330,310,179,353,206
LOC114187004,26808,19048,15723,9055,15524,14170
TRNAG-UCC_16,17,10,8,7,16,10
TRNAM-CAU_13,0,0,0,0,0,0
LOC114187045,55,62,68,54,84,79
LOC114187815,360,349,344,354,285,317
LOC114188500,0,0,0,0,0,0
LOC114187794,427,264,415,312,440,303
LOC114187873,8099,5324,3432,2068,3362,2919
LOC114187872,374,356,447,451,489,415
LOC114187230,28,12,14,0,8,6
LOC114187515,11,6,4,8,20,2
LOC114187970,3918,3141,2944,2610,2141,2613
LOC114188501,0,0,0,0,0,0
LOC114188944,2,0,0,0,0,0
LOC114188098,115,101,129,174,130,145
LOC114187050,1798,1215,1097,574,930,854
LOC114186806,4,1,2,4,2,2
LOC114187048,4713,2986,5005,3099,3133,3027
LOC114189177,12977,9521,7441,4196,6496,6600
LOC114189176,576,439,456,501,451,638
LOC114188502,0,0,0,0,0,0
LOC114188692,372,223,258,227,210,225
LOC114188696,404,392,364,895,483,667
LOC114187009,0,0,0,0,0,0
LOC114187132,105,78,261,535,69,93
LOC114188245,169,121,134,2531,233,2651
LOC114188863,24,22,15,29,18,30
LOC114188503,0,0,0,0,0,0
LOC114188879,63,88,84,91,87,147
LOC114188504,98,125,124,180,236,219
LOC114188647,418,530,588,1315,485,2016
LOC114187856,1776,1528,971,619,876,958
LOC114187863,0,0,0,0,0,0
LOC114187860,0,0,0,0,0,0
LOC114187865,0,0,0,0,0,0
LOC114187862,0,0,0,0,0,0
LOC114187861,0,0,0,0,0,0
LOC114187864,0,0,0,0,0,0
LOC114187857,7,2,4,0,2,0
LOC114187859,1247,1080,777,393,570,514
LOC114187855,10,15,8,2,10,8
LOC114188875,0,2,0,4,4,0
LOC114187660,57,64,243,718,125,163
LOC114186793,371,280,235,232,205,270
LOC114188065,660,699,689,557,636,686
LOC114188927,1121,970,847,990,1163,1100
LOC114187547,3,2,2,2,2,0
LOC114186994,0,8,2,8,8,6
LOC114187434,0,2,2,0,4,0
LOC114187840,325,216,256,263,202,173
LOC114186845,28,31,26,2334,101,2129
LOC114188168,89,36,48,73,64,248
LOC114188505,0,0,0,0,0,0
LOC114189131,207,94,116,259,121,241
LOC114189132,354,314,610,206,504,142
LOC114187143,189,140,148,132,119,141
LOC114188506,0,0,0,0,0,0
LOC114188507,0,0,0,0,0,0
LOC114188508,0,0,0,0,0,0
LOC114188509,107,72,115,131,114,94
LOC114188510,0,0,0,0,0,2
LOC114186737,75,147,92,96,196,91
LOC114188166,497,1276,102,62,355,210
LOC114187040,0,0,0,0,0,0
LOC114189292,0,0,0,0,0,0
LOC114189329,0,0,0,0,0,0
LOC114187031,0,0,0,0,0,0
LOC114188975,4,2,0,10,6,24
LOC114188511,0,0,0,0,0,0
LOC114187704,18,84,6,14,22,67
LOC114187703,55,93,90,105,113,86
LOC114189069,323,311,236,325,233,280
LOC114188864,823,839,936,641,680,685
LOC114187616,0,0,0,0,0,2
TRNAI-UAU_5,0,0,0,0,0,0
TRNAI-UAU_6,0,0,0,0,0,0
TRNAI-UAU_7,0,0,0,0,0,0
LOC114188249,74,68,64,52,76,55
LOC114187172,164,123,98,106,121,124
LOC114189240,20,16,8,13,6,4
TRNAE-CUC_9,0,0,0,0,0,0
TRNAE-CUC_10,0,0,0,0,0,0
LOC114186912,134,83,105,92,115,97
LOC114189007,74,22,29,19,6,4
LOC114187077,220,196,196,169,206,237
LOC114189124,0,0,0,0,0,0
TRNAE-UUC_9,0,0,0,0,0,0
TRNAE-UUC_10,0,0,0,0,0,0
LOC114188512,0,0,0,0,0,0
LOC114188513,0,0,0,0,0,0
LOC114188254,411,460,362,216,263,252
LOC114188253,18,26,22,99,41,44
LOC114188256,82,81,93,147,60,37
LOC114188255,169,109,54,49,52,83
LOC114188258,22,14,12,32,16,32
LOC114188257,140,79,106,85,93,80
LOC114188175,876,1026,823,899,902,1154
LOC114187589,4,0,0,0,6,4
LOC114186777,647,482,562,481,492,508
LOC114186778,12,8,14,6,4,2
TRNAS-CGA_2,0,0,0,0,0,0
TRNAS-CGA_3,0,0,0,0,0,0
LOC114189105,22,22,10,6,16,4
LOC114187183,114,83,54,67,72,57
LOC114186837,85,58,64,50,50,60
LOC114188514,0,0,0,0,0,0
LOC114188515,0,0,0,0,0,0
LOC114186978,9,12,10,10,16,3
LOC114187555,513,517,559,693,597,757
LOC114187687,2,11,4,2,4,12
LOC114188871,0,0,0,0,0,0
LOC114188753,167,151,132,136,162,196
LOC114187380,0,0,0,0,0,0
LOC114188759,222,330,271,483,405,431
LOC114188760,198,140,206,214,213,235
TRNAG-GCC_12,0,0,0,0,0,0
LOC114188763,1307,788,989,552,1046,1017
LOC114188516,0,0,0,0,0,0
LOC114188739,48,23,40,30,25,54
LOC114187499,2,5,0,4,1,5
LOC114187740,202,271,202,245,280,238
LOC114187397,16,16,18,28,12,4
LOC114188517,0,0,0,0,0,0
LOC114187013,76,56,54,29,56,55
LOC114186625,0,0,0,0,0,0
LOC114188798,61,48,35,24,71,396
LOC114188737,0,0,0,0,0,0
LOC114188518,0,0,0,0,0,0
LOC114188519,0,0,0,0,0,0
LOC114186536,162,116,112,161,164,163
LOC114187331,0,10,2,49,12,22
LOC114187350,381,263,204,148,255,261
LOC114187517,10,17,6,28,8,25
LOC114187595,2,10,10,28,14,16
LOC114186916,0,0,0,0,0,0
LOC114187483,0,2,2,9,2,2
LOC114188520,0,0,0,0,0,0
LOC114189206,0,0,0,0,0,0
LOC114188521,0,0,0,0,0,0
LOC114188522,3,0,0,0,0,0
LOC114188881,33,37,36,21,30,31
LOC114188882,0,0,0,0,0,0
LOC114187986,363,487,397,528,553,582
LOC114187987,0,0,0,0,2,0
LOC114187540,0,0,0,0,0,0
LOC114188742,0,0,0,0,0,0
LOC114187062,524,159,717,563,168,329
TRNAQ-UUG_11,0,0,0,0,0,0
LOC114187471,179,236,203,190,157,174
LOC114189236,482,341,387,367,309,395
LOC114188905,138,56,70,127,59,108
LOC114186803,136,123,128,173,115,117
LOC114187307,254,148,191,257,144,159
LOC114186957,111,74,79,73,67,70
LOC114186566,52,41,60,62,32,30
LOC114188523,0,0,0,0,0,0
LOC114187585,0,8,2,16,16,8
LOC114188656,295,459,150,62,126,182
LOC114187014,26,145,177,968,211,53
LOC114187302,96,102,66,124,78,72
LOC114188524,0,0,0,0,0,0
LOC114188153,830,844,758,631,867,667
LOC114186656,0,0,0,0,0,0
LOC114186678,0,0,0,0,0,0
LOC114186945,0,0,0,0,0,0
LOC114188525,0,0,0,0,0,0
LOC114188526,0,0,0,0,0,0
LOC114187915,208,164,175,180,138,188
LOC114189012,0,0,0,0,0,0
LOC114187678,925,469,61,3,133,127
LOC114186847,13,60,20,85,80,71
LOC114187090,0,0,0,0,0,0
LOC114186939,0,0,0,0,0,0
LOC114187236,0,0,0,0,0,4
LOC114187432,0,0,0,0,0,0
LOC114188528,0,0,0,0,0,0
LOC114188529,0,0,0,0,0,0
LOC114188530,0,0,0,0,0,0
LOC114188531,0,0,0,0,0,0
LOC114188532,0,0,0,0,0,0
LOC114188640,137,135,134,169,152,160
LOC114187693,0,0,0,2,0,6
LOC114187845,4,19,4,152,89,890
LOC114187846,0,0,0,12,1,20
LOC114189326,2,0,0,0,2,4
LOC114187493,0,4,0,2,12,6
LOC114188719,361,397,315,266,433,310
LOC114187689,2,0,0,15,2,2
LOC114187770,32,43,14,275,73,244
LOC114187771,87,51,53,82,52,93
LOC114189226,0,0,0,0,0,0
LOC114188736,2,33,12,35,67,32
LOC114188025,675,619,526,730,598,742
LOC114186604,241,252,388,28,111,43
LOC114187802,67,53,64,147,52,150
LOC114188040,10,9,4,658,27,357
LOC114188039,79,50,54,74,82,63
LOC114188667,101,75,132,34,87,38
LOC114186993,20,14,14,26,35,6
LOC114188051,231,271,211,167,171,176
LOC114189233,0,0,0,0,0,2
LOC114189245,0,0,2,0,0,0
LOC114188533,0,0,0,0,0,2
LOC114187485,0,0,0,0,0,0
LOC114187442,3294,1874,3182,1572,1829,1629
LOC114187466,0,0,0,0,0,0
LOC114189064,0,0,0,0,0,0
LOC114189065,0,0,0,0,0,0
LOC114186596,0,0,0,2,0,0
LOC114186629,1068,1194,1393,1140,1632,1294
LOC114187276,0,0,0,0,0,0
LOC114187275,0,0,0,0,0,0
LOC114186992,1450,1338,1696,1190,1705,1583
LOC114186830,283,191,236,237,261,243
LOC114186989,11,4,4,10,10,5
LOC114186990,8,0,2,11,0,9
LOC114186626,92,121,60,30,80,54
LOC114188248,703,405,254,463,291,488
LOC114186632,116,76,54,116,70,114
LOC114188937,1260,668,602,390,351,849
LOC114187535,428,270,315,197,172,266
LOC114187330,77,21,32,7,29,53
LOC114186721,149,149,142,75,114,131
LOC114187500,30,27,18,8,19,16
LOC114186637,138,134,181,132,122,158
LOC114188194,788,673,662,700,807,832
LOC114187214,0,6,4,2,12,4
LOC114186893,265,186,211,142,174,137
LOC114187199,2,0,0,16,6,35
LOC114187405,12,30,19,22,21,30
LOC114187211,12,9,5,3,0,2
LOC114187210,0,0,0,0,0,0
LOC114188938,86,41,39,91,50,93
LOC114188939,217,123,113,147,131,148
LOC114189081,0,0,0,2,0,4
LOC114188534,0,0,0,0,0,0
LOC114188535,371,481,414,583,570,499
TRNAE-CUC_11,0,0,0,0,0,0
LOC114188087,116,174,127,135,230,140
LOC114187580,460,297,386,235,372,225
LOC114187095,115,163,150,131,156,153
LOC114187100,2,0,4,8,0,2
LOC114187094,50,31,30,20,38,64
LOC114187096,0,0,0,0,0,0
LOC114187099,0,0,0,0,0,0
LOC114187098,0,0,0,0,0,0
LOC114187097,15,4,0,0,14,38
LOC114187101,1917,1400,1808,1105,1220,1244
TRNAS-AGA_11,0,0,0,0,0,0
LOC114187343,284,261,267,352,305,405
LOC114187342,10,7,3,36,14,28
LOC114188754,62,60,64,51,70,45
LOC114188756,124,64,85,99,78,111
LOC114188755,21,50,50,35,64,63
LOC114188757,0,0,0,0,0,0
LOC114188536,0,0,0,0,0,0
LOC114187636,0,0,0,0,0,0
LOC114187549,3,27,10,16,15,19
LOC114187060,300,784,74,122,158,387
LOC114187577,1292,1820,1182,5073,2445,4402
LOC114188694,881,820,847,1106,750,877
LOC114188793,10,10,12,455,76,1566
LOC114186662,44,20,6,6,10,66
LOC114187242,46,64,52,81,47,54
LOC114187046,71,67,62,92,70,73
LOC114188980,370,350,352,261,335,255
LOC114188686,22,6,6,23,8,7
LOC114188687,2,2,2,4,8,19
LOC114188045,28,37,70,40,20,24
LOC114188046,4,0,2,0,2,0
LOC114187476,4,2,2,18,8,16
LOC114187184,6,50,14,10,59,24
LOC114186592,2,10,4,52,32,28
LOC114186594,2,0,0,0,4,2
LOC114189315,0,0,1,0,0,0
LOC114189311,1,2,2,0,4,1
LOC114189309,2,0,2,4,1,6
LOC114189314,1,2,1,3,0,1
LOC114189313,3,6,4,7,6,11
LOC114189312,5,4,4,2,1,6
LOC114186593,10,0,0,6,6,2
LOC114188225,1846,1312,1290,3054,1545,2856
LOC114187082,19,14,12,107,30,74
LOC114188537,0,0,0,0,0,0
LOC114188872,0,2,0,2,2,5
LOC114187526,69,683,7,0,1462,9
LOC114189320,0,0,0,0,0,0
LOC114186840,75,120,83,191,114,174
LOC114186841,0,23,6,56,45,50
LOC114188941,2,0,0,0,0,0
LOC114188538,0,0,0,0,0,0
LOC114189096,968,619,816,961,717,938
LOC114187926,6,14,8,19,17,16
LOC114187925,1371,961,1296,632,670,926
LOC114186796,0,0,0,0,0,0
LOC114186795,0,0,1,1,0,0
LOC114186705,0,0,0,3,0,7
LOC114188668,164,124,163,118,142,114
LOC114188213,154,189,295,76,150,97
LOC114188212,484,315,320,437,349,603
LOC114187692,2,1,4,0,2,4
LOC114186932,738,733,509,1015,825,1195
LOC114189327,0,0,0,0,0,0
LOC114189322,0,0,0,2,2,3
LOC114188122,1319,736,776,805,733,1189
LOC114188123,11438,8174,10558,5402,6124,7960
LOC114186976,826,778,620,721,867,836
LOC114187867,601,489,500,727,549,896
LOC114187075,188,124,192,118,129,137
LOC114187458,58,63,52,47,56,56
LOC114189330,0,0,1,2,0,0
LOC114186648,333,421,360,434,536,447
LOC114188848,676,544,502,460,576,483
LOC114188004,59,75,79,81,42,42
LOC114188005,1904,1473,1411,1260,1482,1623
LOC114188921,8,14,11,43,6,14
LOC114187257,29,25,25,76,32,76
LOC114187121,75,81,65,85,81,93
LOC114187879,11,2,4,160,52,451
LOC114187463,6,2,6,2,2,0
LOC114186750,2,0,4,0,1,0
LOC114186749,147,78,118,78,100,120
LOC114186946,373,425,384,355,365,442
LOC114187821,73,74,117,192,91,164
LOC114187799,596,490,428,836,639,769
LOC114188133,175,202,275,829,397,718
LOC114188243,115,77,99,133,85,135
LOC114186857,32,16,18,40,14,54
LOC114188184,266,241,234,316,232,323
LOC114188917,68,56,40,108,88,136
LOC114188176,6,2,4,72,14,40
LOC114188178,52,46,32,41,64,70
LOC114189259,10,3,4,1,4,0
LOC114188539,759,608,858,549,537,538
LOC114188210,119,108,114,131,164,90
LOC114188228,62,42,24,13,35,31
LOC114188229,1,0,3,1,0,1
LOC114188227,53,60,51,51,39,89
LOC114188276,93,134,119,70,132,55
LOC114188540,0,0,0,0,0,0
LOC114188541,0,0,0,0,0,0
LOC114187008,178,152,112,205,142,190
LOC114189210,174,201,154,363,227,272
LOC114189120,0,0,0,0,0,3
LOC114187527,2,0,3,2,0,2
LOC114187823,74,64,116,1091,48,525
LOC114187822,245,189,162,340,207,292
LOC114187511,24,7,14,20,20,15
LOC114188269,742,513,363,466,447,487
LOC114187934,52,50,28,55,77,66
LOC114187935,209,193,124,217,251,236
LOC114186823,0,0,0,0,0,0
LOC114186958,57,56,47,68,91,83
LOC114186527,109,107,59,188,85,193
LOC114187038,10,6,0,0,0,0
LOC114187408,274,244,266,243,271,230
LOC114187406,75,42,28,42,32,58
LOC114187309,23,41,48,141,39,24
LOC114188542,0,0,0,0,0,0
LOC114188952,0,0,0,1,0,0
LOC114186756,1011,822,915,718,846,737
LOC114187403,15,12,10,28,20,19
LOC114187326,38,26,32,29,38,31
TRNAA-CGC_7,0,0,0,0,0,0
LOC114188198,116,126,94,239,175,255
TRNAS-UGA_7,0,0,0,0,0,0
TRNAS-UGA_8,0,0,0,0,0,0
LOC114187179,9,2,4,7,4,9
LOC114187177,442,272,359,484,294,406
LOC114187178,1301,878,839,871,627,908
LOC114186969,1014,820,755,1215,1012,1384
LOC114189055,0,0,0,0,0,0
LOC114188861,0,0,0,0,0,0
LOC114186718,171,120,73,243,108,434
LOC114187519,11,13,13,31,16,23
LOC114188543,0,0,0,1,0,0
LOC114187116,0,0,0,0,0,0
LOC114187115,116,68,108,90,112,61
LOC114186995,603,489,556,239,493,327
LOC114186784,142,111,83,88,60,68
LOC114187583,2,0,2,2,2,0
LOC114187610,0,0,0,0,2,0
LOC114186701,310,356,332,195,292,258
LOC114186819,86,81,73,70,77,163
LOC114186657,159,107,122,184,173,173
LOC114187898,1108,969,852,1348,1373,1564
LOC114187897,248,204,204,235,181,234
LOC114187582,23,33,35,31,65,48
LOC114187910,900,445,510,1491,608,2140
LOC114187909,4,4,2,12,3,31
LOC114188273,253,307,285,248,282,298
LOC114189070,0,0,0,0,0,0
LOC114187989,307,315,229,241,266,283
LOC114187990,145,144,163,192,194,127
LOC114186564,41,39,36,44,66,59
LOC114186576,168,148,210,136,142,138
LOC114188009,264,253,241,323,217,284
LOC114187253,92,70,33,77,75,91
LOC114189346,29,0,11,22,4,14
LOC114189052,2,0,0,0,0,0
LOC114188544,0,0,0,0,0,0
LOC114187573,0,0,0,0,0,0
LOC114187392,186,221,217,188,213,202
LOC114187453,62,57,90,505,181,418
LOC114189220,0,0,0,0,0,0
LOC114187354,13,97,84,151,309,121
LOC114187624,152,113,204,106,198,102
LOC114187370,0,2,0,0,14,2
LOC114187673,21,12,2,120,66,351
LOC114189028,0,0,1,0,0,0
LOC114186631,583,555,517,659,554,628
LOC114189268,85,15,20,43,30,22
LOC114186530,933,782,952,639,500,838
LOC114187716,691,598,544,662,585,845
LOC114187723,1885,1388,1921,894,1412,957
LOC114187722,103,112,155,215,130,272
LOC114186722,1165,1047,846,1113,1444,1584
LOC114186558,630,401,440,255,336,336
LOC114188671,390,362,310,406,335,549
LOC114186622,761,620,700,236,385,316
LOC114187360,2,21,4,44,32,26
LOC114187272,18,16,22,16,20,27
LOC114188874,707,552,500,464,455,591
LOC114189092,399,331,251,292,381,413
LOC114187394,2,12,14,104,50,81
LOC114188684,120,121,133,109,131,97
LOC114188685,0,0,0,0,0,2
TRNAH-GUG_10,0,0,0,0,0,0
TRNAH-GUG_11,0,0,0,0,0,0
TRNAH-GUG_12,0,0,0,0,0,0
LOC114188117,524,677,997,639,1220,946
LOC114188116,26,22,31,17,12,14
LOC114188130,183,263,273,206,215,248
LOC114187985,49,95,84,149,197,62
LOC114187984,159,129,89,118,89,118
LOC114187465,0,2,0,4,2,1
LOC114187438,2,0,0,8,2,8
LOC114187439,14,6,23,57,24,37
LOC114186968,0,0,0,0,0,0
LOC114186546,0,0,0,0,0,0
LOC114188852,99,62,87,252,123,276
LOC114186728,1288,1341,1759,1759,1754,1495
LOC114186861,2664,3472,1960,1254,1447,2252
LOC114187002,1529,1288,1536,1104,1094,1397
LOC114188208,186,241,218,213,279,191
LOC114188000,2668,2746,3055,2100,1896,2180
LOC114187208,1632,2767,1942,587,835,1535
LOC114187505,81,38,52,53,41,171
LOC114186908,358,255,172,189,233,190
LOC114189222,466,366,387,370,323,430
LOC114189085,0,0,0,0,0,0
LOC114188883,6,16,10,20,19,16
LOC114188884,591,623,590,480,619,673
LOC114188885,459,412,371,1551,514,1672
LOC114188823,87,44,60,183,54,197
LOC114188800,825,656,625,621,574,696
LOC114186680,30,25,28,30,25,33
LOC114188833,6,0,6,10,0,10
LOC114186735,58,20,16,2,15,25
LOC114187891,206,136,133,226,116,286
LOC114187321,6,33,15,39,28,50
LOC114186872,90,63,61,56,94,94
LOC114189257,191,156,129,162,156,199
LOC114188797,173,220,149,194,159,334
LOC114187498,144,79,102,93,100,110
LOC114186608,160,119,232,371,64,82
LOC114188546,5,2,6,8,4,0
LOC114188074,85,71,75,74,79,72
LOC114188774,52,16,12,12,10,12
LOC114188772,897,919,934,747,713,556
LOC114188910,215,232,192,161,170,178
LOC114188909,16,24,20,2,28,16
LOC114187174,559,591,577,660,581,634
LOC114188940,0,0,2,0,0,0
LOC114188787,2,4,0,2,4,4
TRNAR-CCG,0,0,0,0,0,0
LOC114187193,196,192,223,206,196,198
LOC114187113,73,24,14,25,26,147
LOC114187420,0,0,0,0,0,0
LOC114187484,269,350,227,162,252,224
LOC114187731,247,200,201,530,278,558
LOC114188770,0,0,0,0,0,0
LOC114187633,1777,1467,1788,935,1257,1155
LOC114187634,1019,995,755,66,435,262
LOC114188547,5,0,2,0,0,0
LOC114188279,170,148,154,87,101,103
LOC114188112,203,152,182,101,135,153
LOC114189121,1791,1642,1368,688,1187,967
LOC114188857,536,267,301,443,339,521
LOC114188649,284,265,219,303,235,307
LOC114187197,531,286,230,258,250,324
LOC114187502,26,40,23,45,39,38
LOC114188855,711,790,829,714,946,878
LOC114187523,0,6,0,4,4,4
LOC114187630,0,0,0,0,0,0
LOC114187414,2,2077,0,998,4002,1707
LOC114188916,0,22,0,26,49,22
LOC114188548,0,0,0,0,0,0
LOC114187680,371,374,392,485,479,487
LOC114188030,222,129,88,410,142,161
LOC114186810,313,449,99,2057,507,2732
LOC114186787,224,189,131,263,188,347
LOC114186658,145,194,247,183,282,164
LOC114186755,2568,1953,2341,942,1511,1194
LOC114187606,80,62,82,44,42,28
LOC114187656,12,6,24,19,7,20
LOC114187138,17,16,2,27,18,42
LOC114187315,0,0,1,0,0,0
LOC114188018,215,176,191,185,166,252
LOC114189317,9,0,0,5,0,8
LOC114186790,0,2,0,4,4,4
LOC114186792,49,77,58,32,31,50
LOC114186791,4,4,2,4,6,2
TRNAG-UCC_17,0,0,0,0,0,0
LOC114187338,0,0,0,2,4,0
LOC114188985,0,0,0,2,0,6
LOC114188252,61,59,68,54,94,57
LOC114188911,859,597,589,559,558,636
LOC114187659,4,6,0,6,18,8
LOC114189097,683,623,588,757,631,753
LOC114188955,18,10,4,6,4,10
LOC114187917,114,107,108,141,118,106
LOC114189054,49,94,37,69,93,45
LOC114186765,278,191,199,142,191,169
LOC114188945,4,6,12,20,20,6
LOC114187739,5087,3077,3312,3609,2828,3948
LOC114188549,0,0,0,0,0,2
LOC114186740,58,38,65,123,67,91
LOC114187529,14,181,59,290,267,118
LOC114186550,135,129,125,94,162,120
LOC114186800,99,80,79,133,82,101
LOC114186548,0,0,2,0,0,0
LOC114188103,122,102,49,86,68,84
LOC114188102,4307,3258,2692,2407,2187,2525
LOC114186693,0,0,0,0,0,0
LOC114189057,106,86,137,128,69,99
LOC114189058,172,86,163,90,82,83
LOC114187159,360,435,638,309,450,230
LOC114187978,505,418,530,859,476,902
LOC114186663,10,10,7,8,2,8
LOC114186665,1376,823,1117,535,667,606
LOC114186664,231,320,121,149,217,401
LOC114188550,0,0,0,0,0,0
LOC114188551,0,0,0,0,0,0
LOC114187893,47,53,75,266,91,112
LOC114188222,212,170,202,132,157,189
LOC114186877,2,0,2,2,6,4
LOC114187010,316,289,339,368,385,445
LOC114188765,328,273,310,167,235,766
LOC114188552,0,0,0,0,2,0
LOC114188146,341,423,344,352,301,392
LOC114188726,0,0,0,0,0,0
LOC114189059,0,0,0,0,0,0
LOC114189018,0,0,0,0,0,0
LOC114189211,0,0,0,0,0,0
LOC114189045,0,0,0,0,0,0
LOC114189026,0,0,0,0,0,0
LOC114187649,0,0,0,0,0,0
LOC114189167,0,0,0,0,0,0
LOC114189188,0,0,0,0,0,0
LOC114189094,0,0,0,0,0,0
LOC114189189,0,0,0,0,0,0
LOC114188259,863,986,1384,693,1076,639
LOC114188260,98,99,148,445,112,60
TRNAA-UGC_10,0,0,0,0,0,0
LOC114187373,102,125,121,54,153,71
LOC114187783,280,355,317,374,303,360
LOC114187981,219,241,211,306,194,284
LOC114188078,210,242,213,192,239,278
LOC114188810,32,66,20,127,127,93
TRNAQ-CUG_3,0,0,0,0,0,0
TRNAQ-CUG_4,0,0,0,0,0,0
LOC114187044,56,52,48,87,47,38
LOC114187226,67,62,65,214,121,235
LOC114187922,209,330,245,379,443,693
LOC114189002,20,42,8,50,52,28
LOC114187202,0,4,0,5,2,5
LOC114187039,228,252,172,237,239,286
LOC114188236,469,505,550,650,551,1105
LOC114188241,72,43,50,246,78,214
LOC114188242,499,372,364,494,424,487
LOC114188237,609,536,542,564,331,733
LOC114188553,0,0,0,0,0,0
LOC114188238,0,0,0,0,0,0
LOC114188239,65,17,37,121,37,65
LOC114188935,272,170,203,187,230,200
LOC114187899,150,113,154,94,133,114
LOC114188825,27,6,2,10,2,24
TRNAE-CUC_12,1,0,0,0,0,0
TRNAE-CUC_13,0,0,0,0,0,0
LOC114186971,501,383,473,437,433,442
LOC114187117,47,40,37,72,62,22
LOC114188779,27,41,22,115,32,81
LOC114187528,457,677,918,792,825,717
LOC114186659,144,72,88,387,258,181
LOC114187369,5,27,16,35,44,27
LOC114188971,2,2,0,6,5,4
LOC114188554,325,249,180,421,164,529
LOC114187410,133,31,64,73,62,33
LOC114188991,0,0,0,0,0,0
LOC114188720,223,361,334,630,561,364
LOC114188897,131,123,109,121,116,113
LOC114189205,0,0,0,0,0,0
LOC114189044,0,0,2,0,2,0
LOC114187065,17115,9347,9635,6147,5479,14646
TRNAH-GUG_13,0,0,0,0,0,0
LOC114187400,9,2,0,0,4,12
LOC114187489,4,27,2,0,4,4
LOC114186820,122,102,110,107,84,99
LOC114189165,0,0,0,0,0,0
LOC114188984,0,0,0,0,6,3
LOC114188989,0,0,0,0,0,0
LOC114187496,0,0,0,0,0,0
TRNAT-UGU_6,0,0,0,0,0,0
LOC114186614,55,73,32,48,75,86
LOC114189192,4,0,2,0,0,0
