,C-16H-RB1,C-16H-RB2,C-16H-RB3,T-16H-RB1,T-16H-RB2,T-16H-RB3
LOC114184463,0,0,0,0,0,0
LOC114183314,0,0,0,0,0,0
LOC114184841,0,0,0,0,0,0
LOC114185457,187,220,300,230,196,238
LOC114185667,98,37,90,114,316,1130
LOC114184465,0,0,0,0,0,0
LOC114186429,0,0,0,0,0,0
LOC114184467,0,0,0,0,0,0
LOC114184469,0,0,0,0,0,0
LOC114185490,55,62,76,68,63,61
LOC114186256,0,2,0,0,0,3
LOC114186309,8,26,12,10,40,79
LOC114186162,0,0,0,0,0,0
LOC114186158,0,0,0,0,0,0
LOC114184470,0,0,0,0,0,0
LOC114184471,0,0,0,0,0,0
LOC114184472,0,0,0,0,0,0
LOC114186208,0,0,0,0,0,0
LOC114184473,0,0,0,0,0,0
LOC114184138,1334,1823,1883,1652,1529,1744
LOC114183454,0,0,0,0,1,0
LOC114186024,26,36,26,46,50,215
LOC114185793,0,2,2,0,0,0
LOC114184475,0,0,0,0,0,0
LOC114185607,56,85,52,79,78,98
LOC114184476,0,0,0,0,0,0
LOC114185369,28,72,39,54,53,63
LOC114185368,31,16,8,14,20,84
LOC114183974,17,21,24,20,16,14
LOC114186124,11,42,10,23,30,72
LOC114183256,0,0,0,0,2,2
LOC114185855,8,8,8,8,14,80
LOC114184477,0,0,0,0,0,0
LOC114184479,0,0,0,0,0,0
LOC114183997,0,2,0,0,0,2
LOC114184974,323,459,308,405,368,489
LOC114184481,0,0,0,0,0,0
LOC114186347,0,0,0,0,0,0
LOC114185506,11,15,14,23,19,19
LOC114183954,0,0,0,0,0,0
LOC114183283,216,214,161,276,217,333
LOC114184242,6,7,6,14,2,2
LOC114184244,0,0,0,0,0,0
LOC114184243,0,0,0,0,0,0
LOC114184482,0,0,0,0,0,0
LOC114184984,253,238,199,244,271,450
LOC114184313,34,45,50,46,23,30
LOC114184083,0,4,6,2,0,6
LOC114184483,0,0,0,0,0,0
LOC114184484,0,0,0,0,0,0
LOC114183983,146,141,151,126,121,175
LOC114185936,0,0,0,0,2,0
LOC114184487,0,0,0,0,0,0
LOC114183953,74,76,154,140,98,106
LOC114183351,106,117,85,107,107,151
LOC114183858,0,5,12,4,2,10
LOC114183945,2,8,10,4,6,30
LOC114185190,1134,1871,1738,2262,2000,2349
LOC114183532,0,0,0,0,0,0
LOC114184489,0,0,0,0,0,0
LOC114186428,0,0,0,0,0,0
LOC114183025,0,0,0,0,0,0
TRNAK-UUU_16,0,0,0,0,0,0
LOC114185353,24,29,21,36,23,24
LOC114183992,0,0,0,0,0,0
LOC114184490,0,0,0,0,0,0
LOC114185184,1797,2261,2066,2138,1887,1901
LOC114184491,0,0,0,0,0,0
LOC114184139,0,0,0,0,0,0
LOC114183249,60,84,91,70,66,100
LOC114183450,240,331,241,247,329,345
LOC114184494,0,0,0,0,0,0
LOC114186374,24,19,5,24,16,26
LOC114186371,2,2,3,8,3,7
LOC114186370,0,0,2,0,4,8
LOC114186420,9,4,4,14,9,36
LOC114184186,2,2,0,2,0,0
LOC114184495,0,0,0,0,0,0
LOC114183878,6,79,16,28,42,30
LOC114185376,95,110,71,89,116,104
LOC114185811,2,0,2,6,2,2
LOC114186216,4,4,20,27,4,5
LOC114185889,240,288,224,234,245,375
LOC114186435,0,0,0,0,0,0
LOC114183931,11,21,26,23,21,29
LOC114186312,50,100,66,58,95,107
LOC114183918,57,38,44,48,82,83
LOC114185815,0,0,0,0,0,0
LOC114183830,67,140,101,160,161,198
LOC114184502,0,0,0,0,0,0
LOC114184503,0,0,0,0,0,0
LOC114185235,93,202,154,151,190,188
LOC114186077,14,19,32,31,38,28
LOC114184505,0,2,0,0,0,0
LOC114185891,326,401,333,317,415,485
LOC114186083,0,0,0,0,0,0
LOC114183342,147,213,255,206,259,242
LOC114184508,0,0,0,0,0,0
LOC114184509,0,0,0,0,0,0
LOC114184510,0,0,0,0,0,0
LOC114186358,0,0,0,0,0,0
LOC114186166,0,0,0,0,0,0
LOC114186234,0,0,0,0,0,0
LOC114184511,0,0,0,0,0,0
LOC114184512,0,0,0,0,0,0
LOC114185984,0,0,0,0,0,0
LOC114186056,2,0,0,0,2,2
LOC114185529,46,37,13,50,37,52
LOC114184513,0,0,0,0,0,0
LOC114185203,189,238,254,279,286,318
LOC114183298,0,0,0,0,0,0
LOC114185526,61,59,42,42,40,52
LOC114185644,2,0,0,0,0,0
LOC114184284,4,2,0,0,0,4
LOC114185531,146,153,169,145,206,241
LOC114185608,114,144,113,177,134,262
LOC114184208,57,89,143,93,96,78
LOC114184515,0,0,0,0,0,0
LOC114185153,187,321,285,222,334,276
LOC114184516,0,0,0,0,0,0
LOC114184517,0,0,0,0,0,0
LOC114184204,0,0,0,0,0,0
LOC114185521,842,1175,1043,1001,838,954
LOC114186292,8,2,2,16,4,19
LOC114183221,2,0,2,0,0,0
LOC114184518,0,0,0,0,0,0
LOC114183699,19,45,22,54,21,32
LOC114184022,97,127,162,125,157,192
LOC114186197,0,0,0,0,0,0
LOC114184519,0,0,0,0,0,0
LOC114184521,0,0,0,0,0,0
LOC114184522,0,0,0,0,0,0
LOC114184523,0,0,0,0,0,0
LOC114184524,0,0,0,0,0,0
LOC114184525,0,0,0,0,0,0
LOC114184526,0,0,0,0,0,0
LOC114184527,0,0,0,0,0,0
LOC114184501,0,0,0,0,0,0
LOC114184529,0,0,0,0,0,0
LOC114184530,0,0,0,0,0,0
TRNAR-ACG_11,0,0,0,0,0,0
TRNAN-GUU_15,0,0,0,0,0,0
TRNAL-UAG_7,0,0,0,0,0,0
TRNAW-CCA_9,0,0,0,0,0,0
LOC114184531,0,0,0,0,0,0
TRNAI-AAU_34,0,0,0,0,0,0
LOC114184532,1,0,0,0,0,0
LOC114184499,0,0,0,0,0,0
TRNAL-UAG_8,0,0,0,0,0,0
LOC114184533,0,0,0,0,0,0
LOC114184534,0,0,0,0,0,0
LOC114184535,0,0,0,0,0,0
LOC114186432,0,0,0,0,0,0
LOC114184536,0,0,0,0,0,0
LOC114184538,0,0,0,0,0,0
LOC114185965,0,0,0,0,0,0
LOC114185964,19,38,28,49,32,43
LOC114186033,0,0,0,0,0,0
LOC114185656,0,0,0,2,0,0
LOC114185677,4,2,5,6,4,3
LOC114183071,0,1,0,0,0,2
LOC114184539,0,0,0,0,0,0
LOC114185778,0,0,2,0,0,0
LOC114184218,0,0,0,0,0,0
LOC114186190,0,0,0,0,0,0
LOC114183518,0,2,0,0,0,4
LOC114184923,255,389,372,317,472,491
LOC114185445,166,279,210,226,228,305
LOC114183396,0,0,0,0,0,0
LOC114184893,2270,3090,2496,2485,2527,2643
LOC114185480,58,78,52,46,54,85
LOC114184179,0,0,0,0,0,0
LOC114184540,0,0,0,0,0,0
LOC114184541,0,0,0,0,0,0
LOC114184542,0,0,0,0,0,0
LOC114184172,1,0,2,0,0,0
LOC114184545,0,0,0,0,0,0
LOC114184239,750,508,447,688,314,334
LOC114183188,0,0,0,0,0,0
LOC114183505,1,4,6,1,0,0
LOC114185087,759,527,421,625,551,788
LOC114184546,0,0,0,0,0,0
LOC114184548,0,0,0,0,0,0
LOC114186002,1,2,0,1,0,0
LOC114184549,0,0,0,0,0,0
LOC114184551,0,0,0,0,0,0
LOC114184552,0,0,0,0,0,0
LOC114186249,6,9,21,24,9,12
LOC114184553,0,0,0,0,0,0
LOC114184554,0,0,0,0,0,0
LOC114184556,0,0,0,0,0,0
LOC114184557,0,0,0,0,0,0
LOC114186438,0,0,0,0,0,0
LOC114183174,8,9,8,6,7,12
LOC114183173,746,1171,1198,937,960,1125
LOC114184558,0,0,0,0,0,0
LOC114184559,0,0,0,0,0,0
LOC114186421,0,0,0,0,0,0
LOC114184866,46,42,58,54,54,65
LOC114184867,4,4,2,0,2,4
LOC114185902,0,0,0,0,0,0
LOC114184561,0,0,0,0,0,0
LOC114184562,0,0,0,0,0,0
LOC114186110,0,0,0,0,0,0
LOC114183145,125,292,237,242,262,219
LOC114184829,3577,9880,3388,4311,7531,6808
LOC114184830,10,62,15,22,43,96
LOC114185623,1062,1529,1644,1432,1362,1400
LOC114186173,0,0,0,0,0,0
LOC114184563,0,0,0,0,0,0
LOC114186186,0,0,0,0,0,0
LOC114186277,0,0,0,0,0,0
LOC114185287,293,359,302,306,400,504
LOC114182961,81,93,63,83,98,180
LOC114184565,0,0,0,0,0,0
LOC114185543,81,146,131,113,137,167
LOC114183529,2,4,2,2,8,0
LOC114183110,42,69,34,54,81,55
LOC114186212,6,2,6,9,0,6
LOC114183448,8,2,0,2,2,18
LOC114184566,0,0,0,0,0,0
LOC114185563,0,0,0,0,0,1
LOC114183794,82,78,88,106,121,250
LOC114184568,0,0,0,0,0,0
LOC114184569,0,0,0,0,0,0
LOC114183642,33,45,35,27,49,53
LOC114185647,464,878,604,717,742,743
LOC114184570,0,0,0,0,0,2
LOC114185597,0,0,0,0,0,0
LOC114184572,0,0,0,0,0,0
LOC114185897,0,0,0,0,0,0
LOC114183743,28,32,39,42,29,38
LOC114184574,0,0,0,0,0,0
LOC114185379,0,4,0,4,1,2
LOC114185378,10,8,6,12,9,4
LOC114183316,394,881,673,447,608,696
LOC114185245,36,48,44,32,42,63
LOC114185244,57,31,41,38,49,46
LOC114184963,6555,8096,6256,6452,7813,9118
LOC114184575,0,0,0,0,0,0
LOC114184576,0,0,0,0,0,0
LOC114186335,29,47,42,43,46,49
LOC114184577,0,0,0,0,0,0
LOC114184578,0,0,0,0,0,0
LOC114183004,0,0,0,0,0,0
LOC114184579,0,0,0,0,0,0
LOC114184580,0,0,0,0,0,0
LOC114184581,0,0,0,0,0,0
LOC114184582,0,0,0,0,0,0
LOC114185424,441,519,501,415,530,645
LOC114185938,0,0,0,0,0,6
LOC114185817,68,79,85,113,100,112
LOC114186226,239,276,224,294,340,596
LOC114185077,186,322,326,268,264,329
LOC114185942,25,12,27,16,12,26
LOC114185684,2,2,8,2,1,4
LOC114185012,156,213,144,164,190,192
LOC114184587,0,0,0,0,0,0
LOC114184588,0,0,0,0,0,0
LOC114184589,0,0,0,0,0,0
LOC114183480,0,0,1,0,0,0
LOC114186161,128,237,120,167,139,49
LOC114184590,0,0,0,0,0,0
LOC114184591,0,0,0,0,0,0
LOC114184592,0,0,0,0,0,0
LOC114184037,324,356,284,294,279,359
LOC114183996,253,324,289,272,367,285
LOC114184594,1,0,0,1,0,0
LOC114183746,38,67,36,52,66,85
LOC114184595,0,0,0,0,0,0
LOC114184862,216,188,163,180,185,262
LOC114185720,0,0,0,0,0,0
LOC114183986,18,30,10,31,28,16
LOC114183875,20,13,15,4,10,5
LOC114185769,83,197,183,53,70,92
LOC114184596,0,0,0,0,0,0
LOC114183552,6,4,12,22,8,16
LOC114184597,0,0,0,0,0,0
LOC114186140,0,0,0,0,0,2
LOC114183776,74,96,78,123,93,104
LOC114184598,0,0,0,0,0,0
LOC114184599,0,0,0,0,0,0
LOC114184600,0,0,0,0,0,0
LOC114183100,0,0,0,0,0,0
LOC114184952,90,226,157,133,133,163
TRNAH-GUG_9,0,0,0,0,0,0
LOC114185472,43,70,76,52,69,69
LOC114183297,0,0,0,0,0,0
LOC114184601,0,0,0,0,0,0
LOC114183440,0,0,0,0,0,0
LOC114185449,184,293,222,215,250,287
LOC114185979,92,117,74,67,51,61
LOC114184602,0,0,0,0,0,0
LOC114183039,0,0,0,0,0,0
LOC114184034,14,34,8,16,21,19
LOC114184603,0,0,0,0,0,0
LOC114185885,22,8,32,18,14,4
LOC114185507,0,0,0,0,0,0
LOC114184183,32,48,21,18,28,19
LOC114184604,0,0,0,0,0,0
LOC114183024,21,31,25,21,45,64
LOC114186301,702,796,662,867,713,1042
LOC114183933,624,714,621,524,567,752
LOC114184605,0,0,0,0,0,0
LOC114184606,0,0,0,0,0,0
LOC114183026,3,0,4,1,8,8
LOC114184607,0,0,0,0,0,0
LOC114184928,0,1,0,0,0,0
LOC114184610,0,0,0,0,0,0
LOC114184927,0,0,0,0,0,0
LOC114184926,122,161,161,125,174,296
LOC114184611,0,0,0,0,0,0
LOC114186431,0,0,0,0,0,0
LOC114184612,0,0,0,0,0,0
LOC114185707,35,70,31,41,86,247
LOC114186060,0,0,0,4,0,0
LOC114186101,4768,7659,6621,4009,6905,8349
LOC114185657,0,0,2,0,0,2
LOC114184003,208,145,191,154,103,156
LOC114184188,0,0,0,0,0,6
LOC114184613,0,0,0,0,0,2
LOC114184614,0,0,1,0,0,1
LOC114184615,1,0,0,0,0,0
LOC114184617,0,0,0,0,0,0
LOC114183194,0,0,0,0,0,0
LOC114184225,16,18,16,32,16,26
LOC114186196,0,0,0,0,0,0
LOC114183822,10,18,29,33,24,44
LOC114183360,41,48,22,46,38,56
LOC114184618,0,0,0,0,0,0
LOC114184619,0,0,0,2,0,0
LOC114185921,0,6,0,4,2,4
LOC114184620,0,0,0,0,0,0
LOC114185791,94,174,101,116,147,164
LOC114184621,0,0,0,2,0,0
LOC114185165,31,22,29,24,24,35
LOC114185166,57,90,57,64,74,113
LOC114184994,332,730,529,365,563,623
LOC114184622,0,0,0,0,0,0
LOC114184623,0,0,0,0,0,0
LOC114184625,0,0,0,0,0,0
LOC114184626,0,0,0,0,0,0
LOC114184169,0,0,0,0,0,0
LOC114183457,56,31,53,66,39,70
LOC114184627,0,0,0,0,0,0
LOC114184158,0,0,0,0,0,0
LOC114184628,0,0,0,0,0,0
LOC114185951,36,77,60,58,56,53
LOC114184946,49,81,128,82,96,72
LOC114184947,4,4,0,2,0,0
LOC114184945,0,0,0,0,0,0
LOC114184944,2,2,4,6,2,4
LOC114184631,0,0,0,0,0,0
LOC114184632,0,0,0,0,0,0
LOC114184633,0,0,0,0,0,0
LOC114184834,83,120,102,122,84,178
LOC114183222,0,0,0,0,0,0
LOC114183223,0,0,0,0,0,0
LOC114183213,0,0,0,0,0,0
LOC114184170,2,0,6,0,0,0
LOC114186126,25,50,21,20,34,131
LOC114183483,5,0,2,2,0,23
LOC114183736,423,429,316,370,347,506
LOC114186157,0,2,0,0,0,0
LOC114183556,12,15,33,31,35,57
LOC114186274,0,6,0,2,6,4
LOC114183826,141,145,184,171,132,157
LOC114183698,9,11,10,18,23,27
LOC114184002,48,85,47,67,82,70
LOC114184638,16,34,12,22,71,51
LOC114184639,0,0,0,0,0,4
LOC114186308,1681,2320,2116,2232,2279,2382
LOC114183660,185,177,164,122,152,275
LOC114185194,28,28,44,46,24,64
LOC114186168,0,0,0,0,0,0
LOC114184642,0,0,0,0,0,0
LOC114184643,0,0,0,0,0,0
LOC114184644,0,0,0,0,0,0
LOC114183683,20,10,12,14,18,34
LOC114183157,134,66,137,106,113,138
LOC114186233,105,151,108,113,124,175
LOC114186424,0,0,0,0,0,0
LOC114184646,0,0,0,0,0,0
LOC114186227,0,0,0,0,0,0
LOC114184175,77,76,47,75,93,108
LOC114184647,0,0,0,0,0,0
LOC114184173,0,2,0,2,0,0
LOC114183654,9,12,12,3,36,18
LOC114184306,0,0,0,0,0,0
LOC114184648,0,0,0,0,0,0
LOC114184309,60,77,86,75,101,104
LOC114184310,6,8,7,2,6,5
LOC114184308,82,38,34,35,55,109
LOC114186436,0,0,0,0,0,0
LOC114183571,0,0,0,0,0,0
LOC114185901,28,35,30,28,26,45
LOC114184649,0,0,0,0,0,0
LOC114184650,0,0,0,0,0,0
LOC114182997,26,46,28,62,55,45
LOC114183155,14,24,15,16,17,33
LOC114185268,106,164,143,145,142,206
LOC114184253,12,16,24,26,14,10
LOC114183962,34,34,14,24,50,112
LOC114183963,329,473,484,404,403,478
LOC114185587,117,151,123,110,111,210
LOC114186437,0,0,0,0,0,0
LOC114185668,18,38,18,10,34,48
LOC114185016,344,595,512,404,445,509
LOC114183611,15,49,15,29,56,54
LOC114185337,168,362,301,155,266,318
LOC114184651,0,0,0,0,0,0
LOC114183724,66,47,34,74,89,103
LOC114184103,0,0,4,0,2,16
LOC114183158,0,0,0,0,0,2
LOC114184653,0,0,0,0,0,0
LOC114186093,0,0,0,0,0,0
LOC114185715,0,0,2,0,0,2
LOC114185956,0,0,2,0,0,4
LOC114184654,0,0,0,0,0,0
LOC114184655,0,0,0,0,0,0
LOC114183810,6,4,0,2,2,0
LOC114183153,112,109,113,144,108,155
LOC114183515,41,32,21,54,86,133
LOC114183065,52,80,78,64,82,111
LOC114185404,119,206,160,90,117,180
LOC114184854,2,4,0,4,0,2
LOC114184656,0,0,0,0,0,0
LOC114185126,326,432,370,364,480,577
LOC114185361,35,35,28,16,42,32
LOC114185344,240,364,286,282,355,401
TRNAE-CUC_8,0,0,0,0,0,0
LOC114183844,340,616,605,489,556,439
LOC114184851,168,167,189,186,216,270
LOC114184852,13,24,13,5,33,44
LOC114183384,66,97,50,84,64,102
LOC114183993,126,166,223,196,249,263
LOC114183023,0,0,0,0,0,0
LOC114184153,0,0,0,0,0,0
LOC114184659,0,0,0,0,0,0
LOC114185213,71,134,63,70,95,97
LOC114185281,153,291,194,247,242,203
LOC114183739,24,27,13,36,28,40
LOC114183499,4,8,4,10,6,18
LOC114186306,288,206,236,253,188,296
LOC114185748,0,0,0,0,0,0
LOC114185411,0,4,0,0,10,16
LOC114184058,0,0,0,0,0,0
LOC114186038,6,0,0,8,2,0
LOC114186326,78,106,36,60,90,115
LOC114183476,2,1,2,0,0,1
LOC114185191,4,4,2,0,0,0
LOC114186041,50,49,30,40,40,65
LOC114183203,120,159,264,126,202,185
LOC114186136,0,2,0,0,2,2
LOC114183447,2,0,2,0,4,23
LOC114184660,0,0,0,0,0,0
LOC114184661,0,0,0,0,0,0
LOC114186043,445,713,608,572,823,928
LOC114185021,106,181,161,118,117,118
TRNAS-AGA_8,0,0,0,0,0,0
LOC114183946,75,119,111,70,72,62
LOC114183509,183,264,251,215,248,266
LOC114183106,0,0,0,0,0,0
LOC114185259,633,982,808,707,751,917
LOC114184087,0,0,0,2,0,1
LOC114184181,0,0,0,0,0,0
LOC114185524,427,476,454,561,515,699
LOC114184662,0,0,0,0,0,0
LOC114182938,56,51,52,83,61,88
LOC114184663,0,0,0,0,0,0
LOC114184664,0,0,0,0,0,0
LOC114184913,217,283,330,199,220,229
LOC114184914,33,70,50,50,72,85
LOC114183285,4,10,14,3,6,8
LOC114183799,490,702,479,543,451,586
LOC114183798,0,2,2,0,6,22
LOC114182919,0,0,0,0,0,0
LOC114184666,249,672,216,293,482,499
LOC114186011,0,0,0,0,0,0
LOC114184827,0,2,4,2,0,8
LOC114183886,182,307,212,222,214,208
LOC114183507,0,0,0,0,0,0
LOC114185222,66,67,76,66,54,99
LOC114185224,0,0,0,0,0,0
LOC114185261,270,319,323,256,389,345
LOC114184668,0,0,0,0,0,0
LOC114184670,0,0,0,0,0,0
LOC114185196,77,86,83,79,102,114
LOC114185242,185,203,229,160,208,243
LOC114185173,24,19,17,9,18,35
LOC114183595,0,0,0,1,0,0
LOC114183594,0,0,2,3,0,0
LOC114183246,207,275,164,240,242,249
LOC114183867,41,97,59,75,86,146
LOC114184671,0,0,0,0,0,0
LOC114183320,20,29,22,22,24,51
LOC114183607,40,85,68,77,71,80
LOC114183804,16,6,4,13,16,21
LOC114183165,103,197,170,178,181,148
LOC114185728,154,174,155,163,182,287
LOC114184673,0,0,0,0,0,0
LOC114184674,0,0,0,0,0,0
LOC114186210,108,133,95,98,149,310
LOC114185841,109,76,92,131,95,186
LOC114184675,0,0,0,0,0,0
LOC114185732,0,0,0,0,0,0
LOC114185727,20,28,16,25,6,16
LOC114183185,51,66,47,53,49,62
LOC114183217,0,8,2,5,14,6
LOC114185322,136,185,140,185,221,413
LOC114185323,4,4,4,2,0,0
LOC114186044,0,0,0,0,0,0
LOC114183177,0,0,0,0,0,0
LOC114186095,2,0,0,0,0,0
LOC114185675,0,0,0,0,0,0
LOC114184227,75,134,79,95,84,119
LOC114185724,0,2,4,6,2,6
LOC114183344,55,47,76,50,68,97
LOC114184676,0,0,0,0,0,0
LOC114184679,0,0,0,0,0,0
TRNAA-AGC_11,0,0,0,0,0,0
LOC114186080,267,235,342,248,173,136
LOC114186079,8,22,34,18,4,18
LOC114185605,34,32,10,30,40,95
LOC114186247,166,188,170,149,154,173
LOC114185528,607,673,686,533,718,695
LOC114185302,212,330,275,295,289,314
LOC114185752,350,520,427,272,442,409
LOC114184680,0,0,0,0,0,0
LOC114185864,0,0,0,0,0,0
LOC114183503,66,74,81,61,89,154
LOC114183915,44,69,70,57,68,71
LOC114184873,504,819,590,533,811,997
LOC114183334,26,36,22,44,57,37
LOC114185406,2164,3138,3003,2570,2397,2191
LOC114184682,0,0,0,0,0,0
LOC114183379,7,2,2,7,2,3
LOC114184683,0,0,0,0,0,0
LOC114184814,248,357,268,246,303,306
LOC114183385,38,20,20,20,24,60
LOC114183250,92,307,153,194,186,203
LOC114183387,84,105,63,86,118,143
LOC114185266,126,163,144,111,153,187
LOC114182992,38,30,30,51,20,106
LOC114184684,4,8,14,4,16,22
LOC114185387,122,162,127,165,179,197
LOC114185388,0,0,0,2,0,2
LOC114183184,2832,3447,2120,2724,2610,2541
LOC114184146,0,0,0,0,0,0
LOC114186138,160,226,174,166,236,282
LOC114185540,2,4,0,2,4,0
LOC114185756,12,11,8,4,2,4
TRNAA-AGC_12,0,0,0,0,0,0
LOC114185172,631,568,438,677,556,839
TRNAK-CUU_17,0,0,0,0,0,0
TRNAN-GUU_16,0,0,0,0,0,0
LOC114186318,52,62,78,65,80,73
LOC114186322,0,0,0,0,0,0
LOC114186321,360,246,429,521,206,196
LOC114186323,0,0,0,0,0,0
LOC114186319,6,13,14,2,10,12
LOC114183524,34,47,70,49,70,67
LOC114183048,65,67,90,63,58,65
LOC114183924,49,44,48,62,66,104
LOC114183815,234,283,330,255,235,330
LOC114185410,32,41,39,54,83,48
LOC114186426,0,0,0,0,0,0
LOC114186005,55,109,65,143,112,124
LOC114184885,20,20,24,21,20,32
LOC114184884,9762,7731,8873,11467,7042,5040
LOC114184865,234,321,263,258,273,341
LOC114183263,75,70,120,57,68,91
LOC114185009,152,85,192,112,95,77
LOC114183144,0,0,0,0,0,0
LOC114186279,0,0,0,0,0,0
LOC114184685,0,0,0,0,0,0
LOC114184686,0,0,0,0,0,0
LOC114185763,14,12,3,0,4,14
LOC114184687,0,0,0,0,0,0
LOC114186191,140,281,213,177,264,288
LOC114183761,27,36,29,18,38,74
LOC114184197,2,2,0,0,2,0
LOC114183389,1313,2133,2316,1707,1991,1894
LOC114186090,79,89,67,66,75,136
LOC114183570,240,321,162,248,295,449
LOC114185554,27,41,56,39,30,70
LOC114186061,2,4,8,0,3,0
LOC114184011,99,120,67,61,111,131
LOC114184688,58,117,110,100,78,85
LOC114185006,38,38,41,17,31,58
LOC114184690,0,0,0,0,0,0
LOC114186047,0,0,0,0,0,0
LOC114183388,420,377,322,424,358,401
LOC114185455,314,653,481,399,505,577
LOC114183290,18,28,46,36,14,21
LOC114183803,103,131,123,114,188,224
LOC114185757,64,68,90,44,43,67
LOC114183456,34613,35145,39229,34841,27438,24233
LOC114183455,116,155,107,120,154,183
LOC114183831,10,12,44,30,14,16
LOC114185573,0,0,0,0,0,0
LOC114185574,222,272,365,315,357,295
LOC114185493,0,6,2,2,2,6
LOC114185494,28,54,58,36,26,41
LOC114185729,0,0,0,0,0,0
LOC114184126,0,0,0,0,0,0
LOC114182950,0,0,0,0,0,0
LOC114183618,0,0,0,0,0,0
LOC114183617,0,0,0,0,0,0
LOC114184691,0,0,0,0,0,0
LOC114185348,145,206,123,141,159,171
LOC114184692,0,0,0,0,0,0
LOC114184693,0,0,0,0,0,0
LOC114185800,34,6,26,24,12,14
LOC114183461,14,19,26,19,13,24
LOC114183463,22,31,42,22,23,32
LOC114184694,22,14,27,18,38,91
LOC114183466,0,0,2,0,0,0
LOC114183465,38,32,30,44,24,228
LOC114183459,18,38,46,25,35,53
LOC114183464,0,0,0,0,0,0
LOC114184695,0,0,0,0,0,0
LOC114183460,19,18,23,22,18,21
LOC114185669,50,53,51,67,75,91
LOC114185366,92,178,99,127,131,165
LOC114183187,2,6,8,8,2,8
LOC114183181,165,213,263,180,286,362
LOC114182957,14,4,8,6,0,4
LOC114185842,4,0,0,2,0,2
LOC114182960,26,20,15,8,20,19
LOC114185023,0,0,0,0,0,0
LOC114185022,2,3,0,6,0,2
LOC114183647,0,0,0,0,0,0
LOC114183910,83,150,135,90,90,103
LOC114185262,60,54,57,44,61,102
LOC114183442,1412,1263,883,983,692,1018
LOC114183925,0,0,0,0,0,0
LOC114186016,0,0,0,0,0,0
LOC114183321,561,962,634,695,1101,1183
LOC114183601,4,10,2,6,11,9
LOC114183526,74,121,68,113,170,127
TRNAA-AGC_13,0,0,0,0,0,0
LOC114185590,53,42,62,51,62,66
LOC114185591,125,241,187,111,90,84
LOC114183717,117,32,27,42,40,64
LOC114184123,449,657,491,485,654,606
LOC114184122,424,444,464,561,267,228
LOC114184121,69,52,92,85,50,50
LOC114183432,0,0,0,0,0,0
LOC114184924,470,820,607,677,734,599
LOC114184972,252,261,261,235,258,350
LOC114183613,162,178,149,121,180,406
LOC114183958,25,73,32,54,37,14
LOC114184098,18,22,17,17,21,27
LOC114183543,42,87,56,67,89,122
LOC114186285,0,0,0,0,2,0
LOC114186284,0,0,0,0,0,0
LOC114185079,97,133,136,127,138,198
LOC114183029,54,49,35,51,45,94
LOC114184848,0,0,0,0,0,0
LOC114185710,78,151,96,79,125,179
LOC114183664,8,8,4,2,6,10
LOC114186273,0,0,2,0,0,0
TRNAG-CCC_1,0,0,0,0,0,0
LOC114185987,0,0,0,2,2,4
LOC114184657,0,0,1,0,0,0
LOC114183919,0,0,0,0,0,0
LOC114186299,4,6,6,2,2,2
LOC114185092,47,94,93,72,115,81
LOC114185093,44,64,60,47,54,66
LOC114185091,56,78,54,56,75,72
LOC114183897,127,127,148,112,192,204
LOC114184702,2,4,11,6,2,5
LOC114183827,0,0,0,0,0,0
LOC114186180,0,0,0,0,0,0
LOC114186179,0,0,0,0,0,0
LOC114184999,178,250,210,229,352,333
LOC114186332,75,110,92,61,133,149
LOC114184007,0,2,2,3,0,6
LOC114183577,1106,1528,1199,1008,1374,1377
LOC114183198,43,22,28,24,48,54
LOC114183236,0,4,0,0,0,0
LOC114183235,2,12,0,0,4,14
LOC114186336,604,967,865,977,1001,997
LOC114184704,0,0,0,0,0,0
LOC114185831,78,112,78,78,81,162
LOC114183967,0,0,0,0,0,0
LOC114185939,0,0,0,0,0,2
LOC114184960,381,407,312,368,326,473
LOC114184705,0,0,0,0,0,0
LOC114183582,20,38,19,42,46,61
LOC114183865,0,0,0,2,0,2
LOC114185473,156,155,122,238,223,270
LOC114186204,1629,3462,2499,1020,3608,2798
LOC114185928,0,0,0,0,0,0
LOC114183517,1594,1882,1951,1987,2133,2336
LOC114183516,124,208,98,148,127,179
LOC114183102,0,0,0,0,0,0
LOC114186198,20,33,29,22,20,28
LOC114186199,6,6,0,2,6,10
LOC114185004,1302,1598,1291,1466,1454,1949
LOC114185416,161,281,244,279,218,254
LOC114185594,213,194,179,180,162,267
LOC114183300,0,0,0,0,0,0
LOC114185267,167,174,191,159,211,344
LOC114183381,0,0,0,0,0,0
LOC114183639,0,0,0,0,0,0
LOC114183640,0,0,0,0,0,0
LOC114183985,10,41,14,22,23,44
LOC114185106,85,102,86,89,114,113
LOC114185104,1109,1650,1592,1485,1473,1281
LOC114184707,0,0,0,0,0,0
LOC114182987,1077,1071,726,986,1315,2068
LOC114183690,537,600,649,797,823,1150
LOC114185954,0,0,0,0,0,0
LOC114185560,809,1446,893,872,995,1454
LOC114185808,0,0,2,0,3,0
LOC114185561,10,17,20,14,8,16
TRNAL-UAG_9,0,0,0,0,0,0
LOC114183652,5,14,15,12,34,22
LOC114185499,104,143,113,102,136,194
LOC114184832,0,0,0,0,0,0
