,C-16H-RB1,C-16H-RB2,C-16H-RB3,T-16H-RB1,T-16H-RB2,T-16H-RB3
LOC114164288,0,0,0,0,0,0
LOC114164147,361,471,422,390,409,458
LOC114163262,111,132,98,142,122,158
LOC114162098,132,122,86,139,72,83
LOC114163403,0,0,0,0,0,0
LOC114162248,90,81,77,93,118,232
LOC114163370,22,22,10,16,24,48
LOC114163371,800,1022,778,968,1241,1590
LOC114164071,14,21,18,22,18,30
LOC114164072,80,123,118,115,143,130
LOC114164671,26,94,34,87,35,18
LOC114164716,95,126,113,107,166,126
LOC114196001,82,64,35,49,66,63
LOC114163404,0,0,0,0,0,0
LOC114164443,0,0,0,0,0,0
LOC114164468,474,409,428,582,596,1057
LOC114163855,120,168,163,164,174,205
LOC114162281,0,2,6,4,8,5
LOC114163405,0,0,0,0,0,0
LOC114163406,0,0,0,0,0,0
LOC114162792,3,12,12,20,82,89
LOC114162713,2,2,3,6,10,4
LOC114162260,4,0,2,0,4,4
LOC114163323,20,46,40,34,50,48
LOC114163407,0,0,0,0,0,0
LOC114164165,20,23,26,44,37,48
LOC114196335,62,54,44,73,88,197
LOC114163408,0,0,0,0,0,0
LOC114162748,0,0,0,5,4,10
LOC114162485,0,0,0,0,0,0
LOC114162244,45,38,28,33,48,43
LOC114163860,1024,1846,1308,1355,1431,1313
LOC114164743,2,2,5,12,4,10
LOC114164742,36730,42097,39571,43544,30915,20968
LOC114196090,4,4,2,6,6,18
LOC114162460,2,4,0,0,2,0
LOC114163409,0,0,0,0,0,0
LOC114164346,282,574,363,269,221,311
LOC114164132,265,549,342,344,390,534
LOC114162184,1,0,0,0,0,2
LOC114162828,58,90,128,69,64,71
LOC114163411,0,0,0,0,0,0
LOC114164227,50,61,49,67,61,89
LOC114196120,162,324,307,304,406,452
LOC114162492,16,12,16,10,14,26
LOC114162798,2,0,2,8,9,14
LOC114163126,130,165,151,138,135,156
LOC114162207,11,17,10,3,11,21
LOC114163412,0,0,0,0,0,0
LOC114164243,10,0,2,2,8,4
LOC114164242,4,0,0,0,19,0
LOC114162888,1,0,0,0,0,0
LOC114162963,124,140,145,146,96,161
LOC114196034,503,489,915,397,540,487
LOC114162219,16,20,4,12,10,13
LOC114163753,14,32,22,48,65,40
LOC114195917,14,18,30,12,6,18
LOC114163902,53,119,80,65,88,98
LOC114163413,0,0,0,0,0,0
LOC114163414,0,0,0,0,0,0
LOC114163415,0,0,0,0,0,0
LOC114163289,60,91,68,54,108,143
LOC114163398,47,56,70,50,71,87
TRNAA-UGC_18,0,0,0,0,0,0
LOC114162310,2,0,2,0,4,2
TRNAA-UGC_19,0,0,0,0,0,0
LOC114162352,0,0,0,0,0,1
TRNAA-UGC_20,0,0,0,0,0,0
TRNAA-UGC_21,0,0,0,0,0,0
LOC114163829,257,381,269,353,324,427
LOC114164550,0,0,0,0,0,0
LOC114164374,0,0,2,2,0,2
LOC114164380,40,14,111,49,22,27
TRNAD-GUC_34,0,0,0,0,0,0
TRNAS-GCU_16,0,0,0,0,0,0
TRNAS-GCU_17,0,0,0,0,0,0
TRNAD-GUC_35,0,0,0,0,0,0
TRNAS-GCU_18,0,0,0,0,0,0
LOC114162362,50,76,94,63,77,64
LOC114162367,0,0,0,0,0,0
LOC114163136,953,854,907,798,968,1081
LOC114163417,0,0,0,0,0,0
LOC114163418,0,0,0,0,0,0
LOC114164770,44,95,65,57,80,65
LOC114163387,207,285,245,236,239,330
LOC114163346,371,342,377,296,365,342
LOC114162889,139,226,187,144,155,171
LOC114162890,161,171,199,223,172,130
LOC114163938,12,14,24,18,12,40
LOC114196176,0,0,0,0,0,0
LOC114163957,116,133,139,142,137,204
LOC114164085,34,30,38,27,36,53
LOC114163419,0,0,0,0,0,0
LOC114164772,102,170,94,130,122,178
LOC114162406,21,36,28,48,50,60
LOC114164210,81,103,61,73,80,118
LOC114164209,2,6,7,4,4,4
LOC114164218,252,511,306,457,380,439
LOC114163903,64,100,63,77,66,96
LOC114164920,0,0,0,0,0,0
TRNAA-UGC_22,0,0,0,0,0,0
TRNAA-UGC_23,0,0,0,0,0,0
LOC114163392,129,191,158,166,185,351
LOC114164183,103,85,67,102,107,120
LOC114162961,0,0,0,0,0,2
LOC114196122,32,10,7,14,4,18
LOC114164070,137,129,129,131,141,319
LOC114164105,1149,1868,2129,1761,1810,1635
LOC114164093,266,305,269,282,350,377
LOC114162225,76,66,94,63,75,42
LOC114164863,158,197,169,159,217,268
LOC114163275,30,35,14,25,21,32
LOC114196302,0,0,2,2,0,0
LOC114195940,0,0,0,0,0,0
LOC114196245,91,103,107,117,131,186
LOC114164704,0,0,0,0,0,0
LOC114163422,0,0,0,0,0,0
LOC114164428,0,0,0,0,0,0
LOC114163835,82,140,98,111,162,204
LOC114162842,66,72,107,88,89,97
LOC114162607,455,536,475,425,672,836
LOC114162443,33,24,16,10,19,52
LOC114163424,0,0,0,0,0,0
LOC114196277,12,13,9,23,24,24
LOC114164247,0,0,0,0,0,0
LOC114163363,93,75,103,75,106,106
LOC114162905,0,2,2,0,0,0
LOC114163426,0,0,0,0,0,0
LOC114163046,852,1227,866,936,999,1059
LOC114196269,90,130,110,122,112,179
LOC114163428,0,0,0,0,0,0
LOC114196158,0,0,0,0,0,0
LOC114163430,0,0,0,0,0,0
LOC114164179,0,0,0,0,0,0
LOC114163431,27,34,19,26,60,42
LOC114163432,0,0,0,0,0,0
LOC114162428,2,0,0,0,0,0
LOC114163434,0,0,0,0,0,0
LOC114164506,0,0,0,0,1,2
LOC114162765,0,0,0,0,0,0
LOC114162226,0,0,0,0,0,0
LOC114163439,0,0,0,0,0,0
LOC114196286,2,0,2,0,0,2
LOC114164728,31,6,2,4,8,13
LOC114162347,13,16,16,10,8,9
LOC114163080,190,303,210,254,175,143
LOC114164624,0,0,0,0,0,0
TRNAT-UGU_10,0,0,0,0,0,0
LOC114162779,2,4,0,0,6,2
LOC114164531,239,303,330,371,418,433
LOC114163441,6,6,5,8,6,2
LOC114162745,116,304,129,128,175,176
LOC114195999,0,0,0,0,0,0
LOC114164265,0,0,0,0,0,2
LOC114164266,0,0,0,0,0,0
LOC114163443,0,0,0,0,0,0
LOC114195928,2,0,2,6,2,0
LOC114163927,465,522,433,497,485,569
LOC114163928,131,239,213,174,219,268
LOC114164177,34,65,73,48,76,35
LOC114163258,721,1226,1168,941,963,899
LOC114164358,0,0,0,0,0,0
LOC114163445,0,0,0,0,0,0
LOC114163446,0,0,0,0,0,1
LOC114164223,0,0,0,0,0,0
LOC114163134,33,27,18,32,38,26
LOC114163135,2,1,3,1,2,5
LOC114196281,151,270,284,166,163,158
LOC114162800,4,0,10,6,2,4
LOC114195970,339,241,317,339,232,369
LOC114195971,0,0,0,0,0,0
LOC114196321,0,2,4,6,2,18
LOC114196173,324,436,271,349,347,345
TRNAT-UGU_11,0,0,0,0,0,0
LOC114196156,473,635,638,625,603,610
LOC114162661,88,74,88,80,91,89
LOC114164738,0,0,0,0,0,0
LOC114162382,30,32,34,35,35,40
LOC114164107,88,112,128,52,101,93
LOC114164108,0,0,0,0,0,0
LOC114196279,8,9,16,29,19,12
LOC114163447,0,0,0,0,0,0
LOC114162554,6,3,6,2,4,2
LOC114163448,0,0,0,0,0,0
LOC114164561,0,0,0,0,0,0
LOC114164058,788,831,469,728,951,2089
LOC114162466,5,10,8,8,10,6
LOC114163449,0,0,0,0,0,0
LOC114163450,0,0,0,0,0,0
LOC114163084,151,208,147,145,208,223
LOC114162761,4,6,0,2,2,2
LOC114196264,280,201,167,144,177,197
LOC114164287,178,160,173,193,221,276
LOC114196033,0,0,0,0,2,0
LOC114163771,40,78,71,72,60,106
LOC114163770,684,721,742,783,637,685
LOC114164479,0,0,0,0,0,0
LOC114196298,343,491,400,459,465,430
LOC114163993,68,58,82,66,75,80
LOC114163451,0,0,0,0,0,0
LOC114163452,0,0,0,0,0,0
LOC114162147,0,2,0,5,0,0
LOC114196250,234,226,168,206,198,270
LOC114162314,24,39,24,66,54,61
LOC114196127,142,113,84,109,147,117
LOC114162949,52,119,102,41,92,143
LOC114162596,21,53,68,22,50,57
LOC114164135,86,74,53,89,87,140
LOC114195907,2,0,0,0,0,0
LOC114195874,0,0,0,1,1,19
LOC114164524,0,0,0,0,0,0
LOC114163250,0,0,0,2,0,2
LOC114163252,4,12,4,8,6,4
LOC114163251,0,2,0,0,0,0
LOC114163454,0,0,0,0,0,0
LOC114163456,0,0,0,0,0,0
LOC114162487,0,0,0,0,0,0
LOC114163950,2,0,0,4,0,0
LOC114164929,0,0,0,0,0,0
LOC114164940,0,0,0,0,0,0
LOC114164935,0,0,0,0,0,0
LOC114163457,0,0,0,0,0,0
LOC114164928,0,0,0,0,0,0
LOC114164941,0,0,0,0,0,0
LOC114164933,0,0,0,0,0,0
LOC114163458,0,0,0,0,0,0
LOC114164765,115,182,144,151,175,131
LOC114164930,0,0,0,0,0,0
LOC114164942,0,0,0,0,0,0
LOC114164934,0,0,0,0,0,0
LOC114196334,40,98,43,29,38,35
LOC114164915,0,0,0,0,0,0
LOC114162124,8,8,2,8,8,4
LOC114163016,0,0,0,0,0,0
LOC114163376,118,188,161,189,176,240
LOC114163380,0,1,0,0,0,0
LOC114163459,0,0,0,0,0,0
LOC114163461,0,1,2,0,1,1
LOC114164423,23,34,20,23,23,25
LOC114163462,0,0,0,0,0,0
LOC114196243,58,78,122,110,102,133
LOC114163952,30,11,14,21,19,39
LOC114163463,0,0,0,0,0,0
LOC114163464,0,0,0,0,0,0
LOC114163465,0,0,0,0,0,0
LOC114164909,0,0,0,0,0,0
LOC114163466,0,0,0,0,0,0
LOC114163467,0,0,0,0,0,0
LOC114162660,16,10,18,18,8,32
LOC114163468,0,0,0,0,0,0
LOC114163470,0,0,0,0,0,0
LOC114163471,0,0,0,0,0,0
LOC114164171,46,79,47,39,67,85
LOC114162372,145,138,126,136,170,270
LOC114196218,0,0,0,0,0,0
LOC114163472,0,0,0,0,0,0
LOC114196080,72,107,98,79,97,149
LOC114163473,0,0,0,0,0,0
LOC114162689,104,108,129,108,132,153
LOC114162777,0,0,0,0,2,0
LOC114163832,280,443,356,322,344,450
LOC114196047,56,139,86,77,92,182
LOC114164559,71,121,118,72,116,158
LOC114163474,0,0,0,0,0,0
LOC114162302,4836,9757,6241,8259,8069,11094
LOC114162826,0,0,0,0,0,0
LOC114163475,0,0,0,0,0,0
LOC114162747,59,75,235,347,63,257
LOC114163476,0,0,0,0,0,0
LOC114164282,6,6,2,0,8,13
LOC114164797,0,0,0,0,0,0
LOC114163477,0,0,0,0,0,0
LOC114196013,0,0,0,0,0,0
LOC114195927,0,0,0,0,0,0
LOC114163943,2,0,4,13,4,6
LOC114163942,9170,10102,8172,8220,8468,8126
LOC114163863,58,121,122,76,138,126
LOC114163480,0,0,0,0,0,0
LOC114195956,8,44,20,6,21,11
LOC114163481,0,0,0,0,0,0
LOC114196170,0,0,0,0,0,0
LOC114162196,22,49,32,33,25,37
LOC114162277,49,49,33,40,55,67
LOC114164439,8,4,16,6,6,8
LOC114164187,141,170,117,130,119,211
LOC114162305,0,0,0,0,0,0
LOC114162315,0,0,0,0,0,0
LOC114196331,0,0,0,0,0,0
LOC114196194,195,113,138,139,151,167
LOC114164913,0,0,0,0,0,0
LOC114163000,501,620,418,404,459,590
LOC114162118,15,23,16,18,22,23
LOC114163482,0,0,0,0,0,0
LOC114195879,42,39,8,30,32,18
LOC114164637,1780,1279,1069,1512,1282,1700
LOC114196230,70,134,184,141,136,155
LOC114195939,4,12,10,14,14,12
LOC114163315,129,287,251,215,242,610
LOC114195857,0,0,0,2,0,0
LOC114164280,533,919,1154,804,734,765
LOC114163161,10,6,2,23,11,8
LOC114163162,148,408,165,204,433,669
LOC114163484,0,0,0,0,0,0
LOC114162743,0,2,2,0,0,2
LOC114164142,93,138,129,148,176,243
LOC114164918,0,0,0,0,0,0
LOC114162723,3,0,0,4,0,8
LOC114162215,4,7,2,4,2,4
LOC114163485,0,0,0,0,0,0
LOC114163486,0,0,0,0,0,0
LOC114164163,4,12,8,4,5,13
LOC114164164,0,2,4,1,6,2
LOC114163487,0,0,0,0,0,0
LOC114164919,0,0,0,0,0,0
LOC114162494,0,0,0,0,0,2
LOC114164161,149,186,141,146,184,223
LOC114163975,237,239,249,268,271,314
LOC114162645,3589,3846,3663,2844,2385,2416
LOC114162795,8,5,22,10,14,20
LOC114164121,212,332,183,253,275,305
LOC114162704,0,0,0,0,1,0
LOC114195926,0,0,0,0,0,0
LOC114164097,107,190,141,126,159,232
LOC114195919,254,309,170,220,254,377
LOC114195920,7,5,4,8,2,16
LOC114163488,0,0,0,0,0,0
LOC114163043,0,0,0,0,0,0
LOC114163489,0,0,0,0,0,0
LOC114163491,0,0,0,0,0,0
LOC114162589,0,0,0,0,0,0
LOC114163492,0,0,0,0,0,0
LOC114163493,9,3,12,6,5,5
LOC114164642,0,0,0,0,0,0
LOC114163494,0,0,0,0,0,0
LOC114163495,0,0,0,0,0,0
LOC114162601,0,0,0,0,0,0
LOC114164150,166,204,152,236,219,268
LOC114162341,9,8,16,14,12,19
LOC114164303,241,281,225,219,264,346
LOC114164907,0,0,0,0,0,0
LOC114163283,126,164,116,158,170,175
LOC114164357,18,20,19,32,32,47
LOC114163496,0,0,0,0,0,0
LOC114162978,7120,8740,7907,8953,9483,10719
LOC114162103,8198,11259,9164,11033,10701,11180
LOC114162104,0,0,0,0,0,0
LOC114195998,67,89,101,69,101,111
LOC114163205,803,687,725,1043,860,1031
LOC114162635,531,675,505,540,594,683
LOC114163634,31,20,6,6,14,14
LOC114163499,0,0,0,0,0,0
LOC114162482,6,6,7,14,6,2
LOC114164727,370,311,268,339,306,570
TRNAT-UGU_12,0,0,0,0,0,0
TRNAT-UGU_13,0,1,0,0,0,0
TRNAT-UGU_14,0,0,0,0,0,0
LOC114164914,0,0,0,0,0,0
LOC114164834,236,355,357,291,304,269
LOC114162452,22,48,22,13,18,11
LOC114196041,128,100,172,144,148,139
LOC114196055,136,149,185,138,84,85
LOC114163500,0,0,0,0,0,0
LOC114196069,24,24,29,42,32,52
LOC114162455,12,17,25,12,17,18
LOC114163502,0,0,0,0,0,0
LOC114164051,22,28,10,28,26,22
LOC114164052,4,0,0,0,2,2
LOC114196077,310,514,396,396,598,659
LOC114162627,2,0,2,2,2,0
LOC114164678,702,1089,837,875,949,970
LOC114162168,0,3,0,0,0,1
LOC114196327,773,699,549,749,1013,1797
LOC114162141,8,17,16,8,6,16
LOC114162633,54,139,62,226,180,96
LOC114162634,27,58,68,70,50,53
LOC114163504,0,0,0,0,0,0
LOC114164194,27,49,40,51,47,79
LOC114163505,0,0,0,0,0,0
LOC114162692,214,254,308,251,263,318
LOC114163507,0,0,0,0,0,0
LOC114163508,0,0,0,0,0,0
LOC114164773,0,0,0,0,0,0
LOC114196152,0,0,0,0,0,0
LOC114163509,0,0,0,0,0,0
LOC114196198,0,0,1,1,0,0
LOC114164137,182,306,324,359,274,289
LOC114164689,0,0,0,0,0,0
LOC114162357,0,0,0,0,0,0
LOC114163311,380,607,458,414,483,660
LOC114162198,0,0,0,0,0,0
LOC114163511,0,0,0,0,0,0
LOC114164851,0,0,1,0,0,0
LOC114163512,0,0,0,0,0,0
LOC114163513,0,0,0,0,0,0
LOC114195900,8,19,2,19,10,6
LOC114162380,14,20,26,28,26,32
LOC114163514,0,0,0,0,0,0
LOC114164910,0,0,0,0,0,0
LOC114163515,0,0,0,0,0,0
LOC114164911,0,0,0,0,0,0
LOC114164908,0,0,0,0,0,0
LOC114163516,0,0,0,0,0,0
LOC114164912,0,0,0,0,0,0
LOC114164922,0,0,0,0,0,0
LOC114163518,0,0,0,0,0,0
LOC114163002,0,0,2,4,0,2
LOC114162762,0,0,0,0,0,0
LOC114196190,10,36,10,34,38,27
LOC114164714,0,0,0,6,8,14
LOC114163520,0,0,0,0,0,0
LOC114163522,0,0,0,0,0,0
LOC114163523,0,0,0,0,0,0
LOC114162370,33,56,74,54,24,41
LOC114163091,176,286,226,202,265,279
LOC114163524,0,0,0,0,0,0
LOC114164081,554,727,552,679,507,707
LOC114163369,115,98,95,93,67,107
LOC114162450,32,58,40,50,88,108
TRNAS-UGA_17,0,0,0,0,0,0
LOC114164381,137,115,151,107,113,115
LOC114196253,10,43,9,8,14,6
LOC114163526,0,0,0,0,0,0
TRNAR-UCG_5,0,0,0,0,0,0
LOC114162855,0,2,0,0,2,4
LOC114195967,251,282,279,301,272,351
TRNAD-GUC_36,0,0,0,0,0,0
LOC114163805,722,884,472,737,752,867
LOC114195861,0,0,0,0,0,0
LOC114162109,0,0,0,6,0,2
LOC114164037,141,153,206,186,195,211
TRNAL-AAG_11,0,0,0,0,0,0
LOC114196232,287,405,335,361,391,297
LOC114162361,48,58,81,83,68,75
LOC114162411,0,0,0,0,0,0
LOC114163530,0,0,0,0,0,0
LOC114163296,0,6,0,0,0,0
LOC114163532,0,0,0,0,0,0
LOC114164916,0,0,0,0,0,0
LOC114163533,0,0,0,0,0,0
LOC114163534,0,0,0,0,0,0
LOC114163536,0,0,0,0,0,0
LOC114163538,0,0,0,0,0,0
LOC114163539,0,0,0,0,0,0
LOC114163541,0,0,0,0,0,0
LOC114163542,0,0,0,0,0,0
LOC114163543,0,0,0,0,0,0
LOC114196099,37,46,45,42,50,44
LOC114162202,126,96,158,149,150,207
LOC114163544,0,0,0,0,0,0
LOC114163545,0,0,0,0,0,0
LOC114164873,0,0,0,0,0,0
LOC114164874,0,0,0,0,0,0
LOC114164887,0,0,0,0,0,0
LOC114164906,0,0,0,0,0,0
LOC114164875,0,0,0,0,0,0
LOC114163547,0,0,0,0,0,0
LOC114163548,0,0,0,0,0,0
LOC114163549,0,0,0,0,0,0
LOC114163550,0,0,1,0,0,0
LOC114196137,0,0,0,0,0,0
LOC114195966,0,0,0,0,0,0
LOC114163552,0,0,0,0,0,0
LOC114163553,0,0,0,0,0,0
LOC114164888,0,0,0,0,0,0
LOC114164917,0,0,0,0,0,0
LOC114164877,0,0,0,0,0,0
LOC114164889,0,0,0,0,0,0
LOC114164925,0,0,0,0,0,0
LOC114164878,0,0,0,0,0,0
LOC114164890,0,0,0,0,0,0
LOC114164937,0,0,0,0,0,0
LOC114164879,0,0,0,0,0,0
LOC114164892,0,0,0,0,0,0
LOC114164876,0,0,0,0,0,0
LOC114164880,0,0,0,0,0,0
LOC114164895,0,0,0,0,0,0
LOC114164886,0,0,0,0,0,0
LOC114164881,0,0,0,0,0,0
LOC114164897,0,0,0,0,0,0
LOC114164896,0,0,0,0,0,0
LOC114164882,0,0,0,0,0,0
LOC114164893,0,0,0,0,0,0
LOC114164899,0,0,0,0,0,0
LOC114164883,0,0,0,0,0,0
LOC114164894,0,0,0,0,0,0
LOC114164900,0,0,0,0,0,0
LOC114164884,0,0,0,0,0,0
LOC114164898,0,0,0,0,0,0
LOC114164901,0,0,0,0,0,0
LOC114164885,0,0,0,0,0,0
LOC114163554,0,0,0,0,0,0
LOC114163555,0,0,0,0,0,0
LOC114163556,0,0,0,0,0,0
LOC114163557,0,0,0,0,0,0
LOC114163558,0,0,0,0,0,0
LOC114163559,0,0,0,0,0,0
LOC114163560,0,0,0,0,0,0
LOC114163302,62,48,57,79,73,63
LOC114163301,0,0,0,0,0,0
LOC114163304,50,72,69,84,82,72
LOC114195941,0,0,0,0,0,0
LOC114163562,0,0,2,0,0,0
LOC114164808,126,238,185,173,204,222
LOC114163563,0,0,0,0,0,0
LOC114164018,121,208,107,163,165,234
LOC114163006,155,192,129,214,164,115
LOC114162288,21,23,9,8,24,28
LOC114162388,260,589,239,344,433,490
LOC114163988,82,95,72,94,94,139
LOC114164045,0,0,0,0,0,0
LOC114163565,0,0,0,0,0,0
LOC114163566,0,0,0,0,0,0
LOC114163878,4,6,2,4,5,6
LOC114163567,0,0,0,0,0,0
LOC114163569,0,0,0,0,0,0
LOC114196242,36,30,36,34,24,22
LOC114163287,12172,13924,10726,9250,11102,13366
LOC114163570,0,0,0,0,0,0
LOC114164089,22,76,44,50,38,73
LOC114164088,1283,1936,1507,1445,1507,1575
LOC114163571,0,0,0,0,0,0
LOC114196193,236,150,111,241,206,414
LOC114164931,1,2,0,1,2,5
LOC114164932,5,1,2,0,1,7
LOC114195924,0,0,0,0,0,0
LOC114162536,825,822,1589,1158,1050,786
LOC114164587,0,0,0,0,0,0
LOC114163572,0,0,0,0,0,0
LOC114163212,219,274,195,176,203,324
LOC114163095,125,134,128,143,141,179
LOC114163096,0,0,0,0,0,0
LOC114163094,252,455,364,337,353,427
LOC114164407,0,0,0,0,2,24
LOC114196211,0,0,0,0,0,0
LOC114164786,0,0,0,0,0,2
LOC114162396,191,229,291,181,293,331
LOC114163574,0,0,0,0,0,0
LOC114163575,0,0,0,0,0,0
LOC114163355,155,190,176,143,167,249
LOC114163576,0,0,0,0,0,0
LOC114163577,0,0,0,0,0,0
LOC114163300,266,309,376,184,181,259
LOC114163298,108,225,164,169,225,270
LOC114163299,90,120,114,129,116,170
LOC114162297,80,141,118,109,127,216
LOC114162999,70,94,75,50,100,118
TRNAS-AGA_15,0,0,0,0,0,0
LOC114163110,260,239,185,177,292,496
LOC114163578,0,0,0,0,0,0
LOC114163579,0,0,0,0,0,0
LOC114196328,46,59,37,51,40,87
LOC114162585,0,0,0,0,0,0
LOC114163580,0,0,0,0,0,0
LOC114163581,0,0,0,0,0,0
LOC114163582,0,0,0,0,0,0
LOC114163583,0,0,0,0,0,0
LOC114162979,331,544,405,287,392,443
LOC114162654,2,4,0,0,4,4
LOC114163111,808,1391,586,698,1157,1819
LOC114163814,92,139,120,148,139,146
LOC114163585,0,0,0,0,0,0
LOC114163586,0,0,0,0,0,0
LOC114163255,110,141,131,124,171,218
LOC114164299,144,230,194,192,231,245
LOC114163587,389,409,491,392,395,414
LOC114196138,0,0,0,0,0,4
LOC114163154,415,422,311,403,352,760
LOC114195873,0,102,0,0,0,0
LOC114163176,82,147,100,105,146,193
LOC114163175,109,115,125,107,122,256
LOC114163039,0,0,0,0,0,0
LOC114164238,179,140,137,161,157,270
LOC114163985,218,247,254,270,288,335
LOC114163588,0,0,0,0,0,0
LOC114195975,360,414,309,309,364,379
LOC114163589,0,0,0,0,0,0
LOC114163590,0,2,0,0,0,2
LOC114195989,2,2,0,2,0,0
LOC114162448,12,16,6,3,10,21
LOC114195883,4,8,4,7,4,8
LOC114196251,37,97,92,69,73,97
LOC114163591,0,0,0,0,0,0
LOC114163592,0,0,0,0,0,0
LOC114164453,0,0,0,0,0,2
LOC114162332,44,48,51,56,58,65
LOC114163593,0,0,0,0,0,0
LOC114164274,129,165,169,220,147,180
LOC114162778,0,0,0,0,0,0
LOC114164416,1,0,0,0,0,0
LOC114163357,14,20,50,30,24,36
LOC114163595,0,0,0,0,0,0
LOC114164769,157,194,205,229,230,267
LOC114164768,0,1,2,0,0,0
LOC114195860,412,499,454,479,445,507
LOC114164626,133,233,200,210,248,304
LOC114162493,1,8,12,14,20,14
LOC114164660,0,0,0,0,0,0
LOC114164657,1568,2001,1537,1660,1375,1321
LOC114196219,70,131,76,70,135,478
LOC114163761,114,181,100,107,172,165
LOC114163596,0,0,0,0,0,0
TRNAH-GUG_17,0,0,0,0,0,0
LOC114164532,0,0,0,0,0,0
LOC114162145,2,0,0,0,2,4
LOC114163597,0,0,0,0,0,0
LOC114195863,0,0,0,0,0,0
LOC114163598,0,0,0,0,0,0
LOC114196341,16,21,17,17,25,16
LOC114164463,10,2,4,0,6,12
LOC114163599,0,0,0,0,0,0
LOC114164776,0,2,0,0,6,0
LOC114164774,6,8,6,6,5,10
LOC114164777,0,0,0,2,0,6
LOC114164779,0,0,0,0,0,0
LOC114164778,1,2,3,0,4,4
LOC114162768,829,1543,1267,934,919,681
LOC114164535,342,422,326,260,364,580
LOC114164536,0,0,0,0,0,0
LOC114195837,0,0,0,2,0,2
LOC114162114,69,130,149,96,100,137
LOC114164832,62,42,33,61,112,167
LOC114196162,0,0,0,0,2,0
LOC114164141,145,156,159,132,162,176
LOC114162140,0,0,0,0,0,0
LOC114195899,40,45,20,28,65,76
LOC114163257,114,181,136,125,206,209
LOC114164811,67,72,44,58,56,116
LOC114162239,49,133,80,69,104,118
LOC114162543,46,85,74,57,104,150
LOC114162180,264,217,316,220,239,306
LOC114162591,92,95,69,98,141,260
LOC114164710,11,12,10,2,18,20
LOC114164708,7,12,15,8,13,22
LOC114163602,0,0,0,0,0,0
LOC114163603,0,0,0,0,0,0
LOC114162324,2,4,4,2,0,30
LOC114195976,23,40,27,39,24,42
LOC114163604,0,0,0,0,0,0
LOC114164378,274,394,365,335,343,390
LOC114163348,241,454,243,346,371,375
LOC114163349,170,140,129,113,150,158
LOC114163965,209,504,347,277,370,365
LOC114162100,0,0,0,0,0,0
LOC114164732,128,129,91,152,171,183
LOC114162721,202,289,224,208,303,358
LOC114162838,0,0,0,0,0,0
LOC114163606,0,0,0,0,0,0
LOC114163607,0,0,0,0,0,0
LOC114162836,0,0,0,0,0,0
LOC114163608,0,0,0,0,0,0
LOC114163610,0,0,0,0,0,0
LOC114163611,0,0,0,0,0,0
LOC114163946,6,4,2,6,2,6
LOC114163947,0,2,0,2,0,2
LOC114196184,62,59,76,56,37,136
LOC114196185,18,20,7,0,6,34
LOC114196183,0,2,6,6,0,2
LOC114164822,18,14,22,28,32,36
LOC114164823,0,0,2,4,0,0
LOC114162271,2,2,4,0,2,0
LOC114163941,13,37,30,37,32,15
LOC114163612,0,0,0,0,0,0
LOC114163613,0,0,0,0,0,0
LOC114164795,0,0,0,0,0,0
LOC114164369,11,6,6,10,0,4
LOC114162785,948,1426,1297,1379,1214,1264
LOC114163615,0,0,0,0,0,0
LOC114164111,159,154,135,171,146,171
LOC114163617,0,0,0,0,0,0
LOC114162227,80,67,71,100,94,126
LOC114164849,718,1020,999,913,910,708
LOC114163618,0,0,0,0,0,0
LOC114163619,0,0,0,0,0,0
LOC114164905,0,0,0,0,0,0
LOC114163621,1,0,0,0,1,0
LOC114196144,44,53,60,49,45,97
LOC114163622,0,0,0,0,0,0
LOC114162510,30,38,26,47,74,60
LOC114164411,108,119,143,123,147,147
LOC114162205,84,142,138,173,127,148
LOC114162927,4,12,12,10,6,4
LOC114164354,2,4,2,6,2,6
LOC114164355,0,2,0,0,0,0
TRNAD-GUC_37,0,0,0,0,0,0
LOC114163295,86,105,97,88,155,152
LOC114163294,44,50,39,46,66,77
LOC114196048,87,155,132,138,98,141
LOC114196049,911,1246,797,737,590,763
LOC114162599,871,1051,972,898,937,1091
LOC114162730,0,3,0,2,0,2
LOC114164926,0,0,0,0,0,0
LOC114162496,241,349,225,223,330,438
LOC114164668,2,0,2,0,0,0
LOC114163624,0,0,0,0,0,0
LOC114163625,0,0,0,0,0,0
LOC114164402,35,85,50,72,55,71
LOC114164401,798,1021,1229,1130,1146,1119
LOC114196100,101,117,91,149,143,308
LOC114164315,427,592,370,437,484,536
LOC114164195,127,183,176,158,186,194
LOC114163626,0,0,0,0,0,0
LOC114163627,0,0,0,0,0,0
LOC114164641,0,0,0,0,0,0
LOC114164640,0,0,0,0,0,0
LOC114196075,0,0,0,0,0,0
LOC114163939,204,155,236,263,246,353
LOC114164787,0,0,0,0,0,4
LOC114164788,0,2,2,2,0,0
LOC114164819,0,0,0,0,4,2
LOC114164852,0,0,0,0,0,0
LOC114164139,247,415,318,304,351,398
LOC114196200,35,45,32,13,42,40
LOC114196265,16,8,10,14,14,6
LOC114196155,97,131,95,108,140,223
LOC114162816,6,8,19,8,25,18
LOC114162539,42,68,52,34,52,74
LOC114162841,7,4,6,14,4,12
LOC114196278,6,18,6,18,19,24
LOC114195884,3,13,7,10,10,18
LOC114162235,0,2,0,0,2,2
LOC114162737,31,47,44,30,38,51
LOC114163139,106,177,121,137,135,191
